custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s19_e04,19,4,Falling,,Transcript appears truncated mid-sentence during final plea negotiation,Y,Y,Y,"A crane collapse kills worker Carlos Lazaro, initially blamed on bribery/overloading. Investigation reveals Carlos's wife Amelia was pushed into a pool by employer Sandra Talbot (not over suspected affair with Gary Talbot as first believed, but over Amelia's religious opposition to controversial medical procedure planned for the Talbots' disabled daughter). Gary Talbot falsely accused of affair; city inspector Eddie O'Connor falsely suspected of being sole bribe recipient. Transcript cuts off during final plea negotiation."
lo_s19_e05,19,5,Knock Off,,Transcript appears complete through investigation and arrest but may be cut before final resolution.,Y,Y,N,"William Timmons, a reformed drug addict and confidential informant for Sheriff Burkhart, is murdered in NYC. Dianne Cary, whom Timmons raped 3 years prior (charges dropped due to Burkhart's protection of his CI), is initially suspected and arrested. Investigation reveals Sheriff Burkhart murdered Timmons to prevent him from exposing Burkhart's cover-up of the rape and other crimes. Deputy Linz is framed/pressured into suicide with the murder weapon. Dianne Cary is publicly arrested, jailed, and exposed despite being innocent of murder."
lo_s19_e06,19,6,Sweetie,,"Transcript involves fake memoir scandal, multiple false identities claiming to be 'Sweetie Ness', and wrongful conviction.",Y,Y,N,"Dale Marks, an actor hired to impersonate the author 'Sweetie Ness,' is murdered. Cody Larson is accused and convicted of the murder, but evidence later suggests the agent Kate Tenny (who may be the real 'Sweetie Ness' and wrote the memoir herself) committed the crime. The prosecution moves to vacate Larson's conviction at episode's end."
lo_s19_e07,19,7,Zero,,Judge Reynolds' mental decline becomes central to trial proceedings; case involves Nancy Hartwig's murder and Chris Mason's involvement.,Y,Y,N,"Nancy Hartwig is murdered with a shovel at a community garden. Chris Mason, who borrowed her car to visit his children, becomes the prime suspect after the car is found at a New Jersey cop-killing scene. Joe Hartwig, Nancy's husband, is also investigated as a potential jealous spouse. Mason is eventually established as the true killer, but Joe faces public accusations of being involved due to the unusual zero-carbon lifestyle and Nancy's secret rule-breaking (meeting Mason at bars, driving their car). The case is complicated by Judge Reynolds' cognitive decline and his law clerk manipulating court proceedings."
lo_s19_e08,19,8,Chattel,,Episode involves adoption fraud/slavery ring; double murder of lawyers investigating child welfare.,N,N,N,"Frederick and Elizabeth Bellamy, family law attorneys, are murdered. Investigation reveals they were looking into the welfare of Isabelle Carter, an adopted Haitian girl returned to Haiti after her adoptive parents' divorce. The case uncovers a slavery ring operated by Eric and Miriam Johnson, who fraudulently adopted Haitian children (including Patrick Johnson) to use as servants. The Johnsons' daughter Karen coerced Patrick into shooting the Bellamys to protect her parents. No innocent persons were falsely accused with public exposure or material harm in this episode. Bill Carter was initially investigated but never publicly accused or arrested. Patrick Johnson, while technically innocent (coerced into the murders by Karen), is charged as a defendant rather than being falsely accused, and his harm stems from his enslaved status rather than a false accusation."
lo_s19_e09,19,9,By Perjury,,Transcript appears complete through courtroom scenes. Episode centers on attorney Martin Winston who allegedly committed perjury that led to Victor Cruz's wrongful execution.,Y,Y,N,"Contractor Charles Sawyer is murdered after discovering potential exculpatory evidence for PanWorld Airlines in a class action lawsuit. Investigation reveals his attorney Martin Winston likely killed him to protect a potential $400M settlement. Winston had previously testified falsely against his own client Victor Cruz in a judge's murder case, leading to Cruz's wrongful conviction and execution. Winston is arrested for Sawyer's murder but evidence is suppressed. He is later charged with Cruz's murder via depraved indifference/perjury theory."
lo_s19_e10,19,10,Pledge,,Transcript appears truncated mid-sentence at trial. Susan Walden appears to be about to testify but transcript ends.,N,N,Y,"A science writer Ned Lasky is charged with murdering 12-year-old Eric Foley and housekeeper Grazinya to revenge a 30-year-old slight at a Dartmouth sorority mixer where Joyce Foley (Eric's mother) asked him to leave. Lasky's daughter Molly testifies against him regarding evidence (briefcase, gas receipt), motivated by a $100,000 reward. Joyce Foley identifies Lasky from a college photo as the boy she 'squashed' at the mixer. The defense attacks both witnesses' credibility. No falsely accused persons are identified in the transcript - Lasky is the primary suspect throughout and no one else is seriously pursued or publicly exposed as a suspect. The transcript ends mid-trial with Susan Walden about to testify."
lo_s19_e11,19,11,Lucky Stiff,,Transcript appears complete through courtroom scenes discussing inheritance and abatement,Y,Y,N,"Vladimir Rezanov (Vic Russell) is murdered; Stanley Klein is accused, convicted of enterprise corruption for fraud/murder, but is himself later murdered. The investigation reveals Klein's son Chad may have killed both Klein and Klein's wife for inheritance purposes. Klein was initially the prime suspect for Rezanov's murder and was publicly tried and convicted before being killed."
lo_s19_e12,19,12,Illegitimate,,Transcript appears complete through resolution,Y,Y,N,"Sergeant Scott Waylon is killed after taking hostages; investigation reveals he robbed collector Norman Lukovitch (who died in struggle) for John McIntyre, who wanted JFK's hair to prove paternity. Multiple innocent people publicly accused before real connections emerge."
lo_s19_e13,19,13,Crimebusters,,Transcript appears truncated mid-sentence at end.,Y,Y,Y,"A firebomb at a military recruitment center kills a baby. Initially Derek Sherman is arrested after vigilante group Operation Molly identifies him and finds evidence (bricks, butane in backpack). Later the widow Carly Di Gravia is arrested after drunk statements and revelations about her husband's bomb-making history. Operation Molly members plant evidence (butane in backpack), and testimony reveals Derek dealt marijuana (non-violent profile). The transcript ends before verdict, but both Derek and Carly appear to be wrongly accused at different points, with Derek's arrest dropped when focus shifts to Carly."
lo_s19_e14,19,14,Rapture,,Full transcript provided,Y,Y,N,Larry Novak confesses to murdering his wife years ago after mistakenly believing the rapture occurred. Sam Burwell is murdered after discovering George Darvey embezzled from Sacred Exodus charity. Evan Corliss is initially suspected after confronting Burwell about stolen gold coins. Reverend Reeves initially provides false testimony to protect the charity's work before ultimately revealing the truth about Darvey.
lo_s19_e15,19,15,Bailout,,Transcript appears complete through verdict,N,N,N,"Blair Carlson is kidnapped and held in a Harlem building, then dies fleeing into traffic. Ronny Aldridge, who runs Fresh Horizons youth program, is charged with kidnap-murder after failing to get $200k from Pete Gardner (Carlson's boyfriend, a disgraced Wall Street CEO) to buy a farm for his boys. Carlos, a youth in the program, is initially suspected but cleared. Aldridge claims Carlson suggested faking her own kidnapping. Despite strong evidence, jury acquits Aldridge (jury nullification influenced by Gardner's Wall Street greed). No persons shown to be falsely accused meet the innocence + public harm criteria."
lo_s19_e16,19,16,Take-Out,,Transcript appears complete through final scene where Martin Garvik reveals the truth about his wife being the actual spy.,Y,Y,N,"Alex Boone, a journalist who spent 6 years in Chinese prison for espionage, is murdered while writing a book about a 1998 espionage case. Police initially suspect David Sutton, son of convicted spy Martin Garvik, of hiring hitman Mike Adams to silence Boone. The case reveals Martin Garvik took the fall for his wife Elyse, who actually passed defense secrets to China before committing suicide. David believed he was protecting his father by having Boone killed, not knowing his mother was the real spy."
lo_s19_e17,19,17,Anchors Away,,Transcript provided; episode centers on murder of TV reporter Dawn Prescott investigating fraud; fraud mastermind's wife Irene Matson is the killer.,Y,Y,N,"TV reporter Dawn Prescott is murdered while investigating hedge fund fraud by Frederic Matson. Initially, Matson himself is suspected, then Colombian drug lord Livan Santana (who had motive to silence Prescott). Evidence eventually points to Matson's wife Irene, who confesses. Frederic Matson nearly takes the fall by falsely claiming Santana did it to protect his wife. Joe Delaney, a news anchor, is briefly threatened with murder charges for endangering Prescott by tipping off Matson, but is never formally charged—he loses his job instead. Livan Santana is accused of murdering whistleblower Vince Decker but is not prosecuted (fled to Colombia). The episode shows multiple false paths before reaching the true killer."
lo_s19_e18,19,18,Promote This!,,Complete transcript available,N,N,N,"Three white teenagers (Tony Stratton, Timothy Moore, Kyle Chase) attack Hispanic day laborers in a series of hate crimes, including branding victims with a heated Mexican peso. Oswaldo Morales is thrown from their car after being assaulted and branded, left in a coma. Rey Alvarez, an unemployed auto worker from Detroit, is murdered by the same group. All three teens are arrested and prosecuted. Kyle Chase testifies against the other two in exchange for a lighter sentence. The defendants are acquitted of murder but convicted of first-degree assault against Morales. They receive 5-year sentences. After the trial, Morales dies when his mother signs a DNR order, leading to new murder charges. No person in this episode qualifies as falsely accused then proven/strongly implied innocent."
lo_s19_e19,19,19,All New,,"Law & Order transcript: murdered firefighter couple, hidden drug money, rookie firefighter Nick Spence wrongly implicated then killed in suspicious warehouse fire",Y,Y,N,"Firefighter Lt. Thomas Cooper and wife Linda are murdered in home invasion. Investigation reveals Cooper found $400K in 40-year-old drug money hidden in walls. Rookie firefighter Nick Spence becomes suspect due to hazing motive and knowledge of money. Spence dies in suspicious warehouse fire before arrest. Later revealed: senior firefighters Brad Toshack, Walters, and McShane committed murders for money; Toshack deliberately sent Spence to death in fire to silence him."
lo_s19_e20,19,20,Exchange,,Transcript shows two British exchange students murdered; initial suspect Charlie Headlind (bipolar neighbor) died trying to save them; actual killer was Wendy Teal (bipolar woman whose brother withheld her meds); brother Dennis convicted via conspiracy theory after initial depraved indifference case collapsed.,Y,Y,N,"Two British grad students (Colin Tilbrook and Geraldine Sarfield) were murdered and set on fire. Police initially suspected Charlie Headlind, a bipolar neighbor, but he died from smoke inhalation trying to save them. Investigation revealed Wendy Teal (Charlie's girlfriend, also bipolar) killed them during a psychotic episode. Her brother Dennis had withheld her medication for three months to incapacitate her while he stole/sold a family heirloom. The prosecution initially pursued Dennis for depraved indifference murder, then pivoted to conspiracy/felony murder theory when Dennis's own testimony about Wendy being 'rational' undermined the original case. Dennis took a plea for 20-to-life."
lo_s19_e21,19,21,Skate or Die,,Transcript analyzed for false accusation patterns,Y,Y,N,"Three homeless men are murdered in a copycat of the 'Boxcar Basher' serial killer. Police initially suspect Jonah Applebaum (the 'Bipolar Roller'), a mentally ill street performer, believing victim Paco was killed because he wore Jonah's skates. Jonah is arrested, publicly exposed, and jailed. Later evidence reveals Jonah's business partners Grant and Bob Carpenter committed the murders to frame Jonah or eliminate him from their failing T-shirt business. Jonah is cleared of these three murders but is subsequently revealed to be the actual Boxcar Basher serial killer (9 prior murders). The partners are prosecuted for the three copycat murders."
lo_s19_e22,19,22,The Drowned and the Saved,,Transcript shows complex political corruption case involving Governor Shalvoy's wife Rita arranging murder of Charles Whitley to obtain his job at Boland Initiative,N,N,N,"Charles Whitley, executive director of Boland Initiative, is murdered. Investigation reveals Rita Shalvoy (Governor's wife) hired Bobby Amato to force Whitley out of his job so she could take it as part of a political deal involving a U.S. Senate seat appointment. Amato made compromising S&M videos of Whitley, then killed him when he wouldn't resign. No falsely accused innocent persons with public exposure - Amato confessed and was actually guilty; investigation targeted the correct perpetrators throughout."
lo_s20_e01,20,1,Memo from the Dark Side,,Transcript appears complete through courtroom proceedings but cuts off before verdict is read.,N,N,N,"Greg Tanner, a war veteran dealing drugs on campus and suffering PTSD from Abu Ghraib, is shot and killed by Professor Kevin Franklin. Franklin claims self-defense, saying Tanner threatened him. Investigation reveals Tanner witnessed torture sanctioned by Franklin's legal memos and may have been trying to implicate Franklin or seek compensation. Case pivots from self-defense murder trial to prosecution of Franklin and Bush administration officials for conspiracy to commit torture. No falsely accused innocent parties are identified—Franklin is the defendant throughout and claims self-defense rather than innocence of the shooting itself."
lo_s20_e02,20,2,Just a Girl in the World,,Transcript analyzed for false accusation patterns,Y,Y,N,"Emma Kim falsely accuses livery driver Nestor Maldonado of attempted rape to deflect from her involvement in murdering Daisy Chao. Maldonado is arrested, publicly identified in lineup, and held in custody before charges are dropped when Emma's lies unravel. Jim Anderson (Daisy's fiancé) is also falsely suspected of murder and arrested for obstruction before Emma is revealed as the actual killer. Emma also falsely accuses Detective Lupo and Judge Maxen of sexual coercion during trial."
lo_s20_e03,20,3,Great Satan,,Transcript provided,Y,Y,N,"Episode involves two parallel bomb plots targeting synagogues. One plot (led by Charles Cole, Ali Hossam, and Joe Darwish) is entirely orchestrated by police informant Sameer Ahmed with fake explosives. A second, real plot (Arthur Jackson group) uses a police-supplied detonator that was meant for the fake plot. Don Sorenson shoots James Caruso (an innocent dumpster diver) during a virtual kidnapping scheme, believing Caruso was his daughter's kidnapper. Multiple people are falsely accused or entrapped."
lo_s20_e04,20,4,Reality Bites,,Transcript includes complete dialogue and stage directions.,Y,Y,N,"Joy Johnson is murdered. Multiple people are accused or investigated: son Tim (autistic, initially confesses), teen D.J. Lovell (took Tim's key), reality show competitor Belinda Alvarez (visited house day of murder). All are later cleared. Larry Johnson (husband) is ultimately charged but trial ends in mistrial. Tim, D.J., and Belinda all experienced public exposure and consequences from accusations before being cleared."
lo_s20_e05,20,5,Dignity,,Transcript provided,Y,Y,N,"Dr. Walter Benning, a late-term abortion provider, is murdered during church service. Detectives investigate several suspects including Jonah Leland (boyfriend of patient), Kevin Morton (grandfather of patient's fetus), and ultimately Wayne Grogan, a pro-life protestor who confesses. During investigation, Jonah Leland and Kevin Morton are both publicly accused/questioned but proven innocent. Morton was publicly confronted at his workplace (university) and interrogated regarding the murder. Jonah was also publicly questioned at his workplace in front of his boss."
lo_s20_e06,20,6,Human Flesh Search Engine,,Transcript shows Sid Maxwell/Todd Bissell murdered by Kerry Sands (insane); several people from FlashPosse website prosecuted for manslaughter. Detective Bernard publicly exposed for child support issues during trial.,Y,Y,N,"Sid Maxwell is found dead in apparent autoerotic asphyxiation. Investigation reveals he was murdered by Kerry Sands, a schizophrenic woman incited by the FlashPosse website that posted his address, building codes, and threats. During prosecution of website operators, defense attorney publicly exposes Detective Bernard's past child support failures using internet-sourced information, humiliating him in court. Bernard's personal life becomes evidence to attack his credibility."
lo_s20_e07,20,7,Boy Gone Astray,,Transcript shows investigation of Nina Wilshere murder by Mexican cartel-trained child assassins. Focus on Rafael Alvarez's prosecution and cooperation.,Y,Y,N,"Nina Wilshere is murdered by cartel-trained teenage assassins. Investigation initially focuses on chiropractor Lucas Evra, who owed money and had confrontation with victim. He is cleared when police discover Nina was a marijuana dealer targeted by rival cartel. Episode examines prosecution of juvenile killers and witness intimidation."
lo_s20_e08,20,8,Doped,,Full transcript provided,Y,Y,N,"Brenda Sawyer is accused of drunk driving after a fatal crash killing 7 people (including 3 children). Public and family believe she was intoxicated (.09 BAC, grain alcohol bottle found). Later proven she was drugged with Propofol by coworker Zach Marshall, who wanted to discredit her whistleblowing about Lextenda (a cancer drug). Marshall intended a minor accident/DWI to ruin her credibility with FDA, but it resulted in mass fatalities. Brenda suffered extreme public vilification, family accusations, media coverage, and died from injuries - all while innocent of drunk driving."
lo_s20_e09,20,9,For the Defense,,Complex episode involving defense attorney Marcus Woll conspiring to murder witnesses across multiple cases spanning 5 years,Y,Y,N,"Defense attorney Marcus Woll (former ADA) systematically murders or arranges murders of witnesses who threaten his cases. Henry Lovett, a pharmacist who could have cleared Alvin 'Mad Dog' Jackson of murder, was killed after Woll obtained his location. Maggie Hayes was murdered before testifying against Woll's client William Avery. Jackson was wrongfully convicted and served 5+ years. The episode also features failed attempt to kill witness Paige Regan."
lo_s20_e10,20,10,Shotgun,,"Three men enter Stan Harkavy's tax office for what appears to be a robbery. Stan shoots all three with his shotgun, killing two. Investigation reveals the 'robbery' was actually a shakedown orchestrated by Max Purcell to intimidate Stan into selling his building. Stan recognized one of the men (Duane Jefferson) from an earlier encounter but lied about it, suggesting he knew it wasn't a real robbery when he opened fire.",N,N,N,"This episode contains NO qualifying innocent people who suffered harm from false accusations. While Max Purcell was accused and charged, he was actually guilty of orchestrating the shakedown. Stan Harkavy killed two men who were not actually planning to rob him (it was intimidation), but the men themselves were willing participants in the criminal scheme and were not falsely accused. The episode explores Stan's potential guilt for an unjustified shooting, but no innocent person was harmed by false accusations."
lo_s20_e11,20,11,Fed,,Full transcript provided,Y,Y,N,"Community organizer James Landy is murdered and initially believed to be a federal employee. Investigation reveals he was secretly videotaping Rights Alliance colleagues to expose potential extortion. Multiple suspects emerge: Jerry Ganz (Patriot Ranger who threatened Landy), Marissa Rumstead and Arturo Ramirez (Rights Alliance employees who disposed of evidence), and ultimately Courtney Owens and Davis Webb (who ordered the killing to prevent exposure of their affair and embezzlement cover-up). Jerry Ganz is arrested, jailed, and publicly protested over before being cleared as the killer."
lo_s20_e12,20,12,Blackmail,,Transcript shows a blackmail scheme involving journalist Megan Kerik's research on Vanessa Carville's relationships with female employees. Multiple people accused during investigation.,Y,Y,N,"Journalist Megan Kerik is murdered while researching an exposé about TV personality Vanessa Carville's sexual relationships with female employees. Initial investigation focuses on Carville as a suspect due to motive to silence Kerik. Editor Dennis Di Palma is later revealed to have hijacked Kerik's research for blackmail, then arrested for extortion. Di Palma is initially suspected of murder before evidence points to his accomplice Derek Fanning. The case involves false accusations against Carville and temporary suspicion of Di Palma for murder before the real killer is identified."
lo_s20_e13,20,13,Steel-Eyed Death,,"Triple homicide case involving Justin Sachs and Amanda Evans (aka Bonnie). Amanda claims amnesia and is found legally insane, then testifies against Justin.",N,N,N,"Justin Sachs and Amanda Evans (going by 'Bonnie') murder the Morgan family (5 victims). Amanda is found legally insane and pleads NGRI. She testifies against Justin, who is convicted. No innocent persons are wrongfully accused in this episode - the investigation correctly identifies the perpetrators from the start. Detective Lupes' past PTSD issues are revealed during cross-examination but are not related to a false accusation in this case."
lo_s20_e14,20,14,Boy on Fire,,Full transcript provided,Y,Y,N,"Cesar Ramirez, a 16-year-old charter school student, is murdered by being set on fire. Investigation initially focuses on jealousy and school rivalries. Abel Dolan and three friends from Aaron Burr High School are eventually revealed as the killers. The case involves false alibis provided by Principal Woodside, a gang-rape of witness Jolie Henderson to silence her, and Moses Dolan (Abel's brother) initially providing then retracting a tip about evidence. Jolie Henderson emerges as a key false suspect who suffered severe consequences including gang-rape as retaliation for potential testimony."
lo_s20_e15,20,15,Brilliant Disguise,,Full transcript provided,Y,Y,N,"Justine Stebbins, a physical therapy student moonlighting as an escort, is murdered in a NYC hotel. Lab tech Robby Vickery, who dated her, is initially arrested. He's later cleared when evidence points to grad student Alex Conway, who was robbing escorts to fund gambling. Vickery was publicly arrested at work and interrogated before being cleared."
lo_s20_e16,20,16,Innocence,,"Transcript shows complex case with Innocence Coalition challenge to conviction; main defendant Cedric Stuber ultimately pleads guilty to man one (25 years). Multiple layers including witness credibility issues, potential alternative suspect Jon Sorrentino, and prosecutor Mike Cutter's license controversy.",Y,Y,N,"Cedric Stuber is arrested and convicted for a gay-bashing murder based on eyewitness ID. The Innocence Coalition challenges the conviction with new evidence suggesting the victim's husband Jon Sorrentino may have arranged the killing. Investigation reveals the Coalition's witness (drug dealer Rodrigo Diaz) was likely lying in retaliation. Stuber is ultimately not innocent but Jon Sorrentino was also falsely accused of hiring a hit man during the investigation. The episode explores themes of wrongful accusation, prosecutorial conduct, and the complexity of determining innocence."
lo_s20_e17,20,17,Four Cops Shot,,"Four police officers shot in pizzeria; shooter Calvin Stokes arrested. Investigation reveals Officers Ramos and Colson were running an informant operation, pressuring Stokes.",Y,Y,N,"Calvin Stokes kills four police officers. During investigation, detectives briefly suspect and publicly question an innocent man who had stolen a BMW near the crime scene. The suspect is brought in for lineup, interrogated, tested for gunshot residue, and witnesses (including a widow of one of the victims) are brought to identify him before he is cleared. This public process occurs in front of multiple officers and the widow."
lo_s20_e18,20,18,Brazil,,Transcript appears complete through courtroom testimony,Y,Y,N,"Dr. Oscar Silva is poisoned at a climate symposium. Initially, Dr. Everett Brown is suspected due to stolen emails showing data manipulation and Brown's statement against cap-and-trade that benefited Silva financially. Investigation reveals Silva's ex-wife Dana and her father Nelson Lehman as the true conspirators, with Dana's current husband Phillip Shoemaker also involved. Brown was publicly accused and threatened despite being innocent."
lo_s20_e19,20,19,Crashers,,Full transcript provided,Y,Y,N,"Brenna Lane is murdered after trying to expose her brother Dustin's inappropriate relationship with Senator Peterson's wife, Camille. Initially, police suspect Dustin of killing Brenna out of jealousy/obsession. Evidence is gathered via a terrorism-justified search warrant (later suppressed). Andrea Wheaton, the senator's chief of staff, is arrested for the murder after cat hair from the crime scene is found in a rental car she procured. Andrea falsely confesses to an affair with Dustin to protect Camille Peterson. Eventually, Camille confesses to killing Brenna to prevent her from exposing the affair and destroying her relationship with Dustin. Andrea served as an accessory after the fact, cleaning up the crime scene and planting evidence in Dustin's apartment to frame him."
lo_s20_e20,20,20,The Taxman Cometh,,Transcript appears complete through courtroom scenes and final dialogue.,Y,Y,N,"Randy Colwyn is initially accused of murdering his cousin Annie Douglas via heroin overdose to benefit from inheritance; he is later proven to have supplied drugs but not murdered her. Catherine Douglas, Bruce Graham, Dr. Balicheck, Roger Weil, and Louise Casey are arrested for murder conspiracy related to deaths timed for 2010 estate tax avoidance. Charges against Casey and Weil are dismissed; Dr. Balicheck is revealed as an unwitting participant and charges dropped. The episode focuses on proving Catherine Douglas orchestrated her father's death through accountant Graham and Dr. Balicheck's clinic."
lo_s20_e21,20,21,Immortal,,Transcript appears complete with full courtroom scenes and resolution,N,N,N,"Jerome Turner is murdered by his cousin Michael Reed over a dispute about cooperating with Hema Labs regarding DNA testing of Jerome's son Jaden. While Joseph Hernandez (the PI hired by Hema) is investigated as a suspect, the evidence shows Michael Reed committed the murder out of anger that Jerome was accepting payment from the company that had exploited their family for decades. No one is proven or strongly implied innocent - Michael Reed is the actual perpetrator, and Hernandez, while morally culpable for his tactics, did not commit the murder. The case resolves with a plea deal and settlement for the Robinson family."
lo_s20_e22,20,22,Love Eternal,,Transcript appears complete through verdict. Final dialogue from Marielle Di Napoli cut off mid-sentence.,Y,Y,N,"David Di Napoli is murdered in his home, stabbed in a dog cage. Wife Marielle is initially suspected and arrested. She's publicly accused, tried in media coverage, and eventually exonerated when evidence points to Josh Felner, who murdered David to protect an asset-hiding divorce scheme. Marielle suffered arrest, public exposure, trial preparation before charges dismissed. Episode also involves wrongful suspicion of Marty Ashcroft briefly."
lo_s20_e23,20,23,Rubber Room,,"Transcript shows detectives investigating a credible school shooting/bombing threat from a blogger called 'Moot.' Investigation leads to identifying Rick Benson, a teacher who was falsely accused of molesting a student.",Y,Y,N,"Rick Benson, a 9th grade English teacher with only 3 years experience, was accused of molesting a student after the student urinated in a classroom trashcan and Benson tried to stop him. The accusation was fabricated. Benson spent 8 months in a 'rubber room' (Temporary Reassignment Center) during proceedings. The complaint was eventually dismissed, but the Department of Education told him he'd never get tenure, effectively ending his teaching career. His girlfriend left him during the accusations. The experience drove him to plan a school shooting/bombing, which was thwarted by police before any deaths occurred."
lo_s21_e01,21,1,The Right Thing,2022-02-24,"Transcript appears complete through closing arguments. Episode focuses on Nicole Bell shooting Henry King, a celebrity accused of 40+ rapes who was released after appellate court vacated conviction due to prosecutor's immunity promise.",N,N/A,N,"Henry King, a celebrity released from prison after rape conviction was overturned, is murdered. Nicole Bell, one of his rape victims, is arrested and confesses to the killing. The episode centers on whether her actions constitute murder or justifiable homicide. No innocent people are falsely accused in this episode - the investigation correctly identifies Nicole Bell as the shooter, and she confesses. The moral/legal conflict is whether a rape victim killing her rapist should be prosecuted, not whether an innocent person was wrongly accused."
lo_s21_e02,21,2,Impossible Dream,2022-03-03,Full transcript provided,Y,Y,N,"Kyle Morrison is murdered in Central Park. Nina Ellis, his fiancée and CEO of Hythena (a medical testing company), is arrested and tried for his murder. During trial, Nina claims she was a victim of domestic abuse by Kyle and killed him in self-defense. The prosecution proves Nina fabricated the abuse claims - her broken arm came from falling off a horse during polo practice, not from Kyle's violence. Derek Seaver, the former CTO who was initially suspected and nearly framed by Nina, is proven innocent when investigators discover Nina called in a false tip to implicate him."
lo_s21_e03,21,3,Filtered Life,"March 10, 2022",Full transcript provided,Y,Y,N,"Amanda Larson, a social media influencer, goes missing in NYC. Joseph Denzig is initially arrested as detectives find Amanda's driver's license in his closet and his blood at the crime scene. He's publicly arrested and accused of involvement but is later cleared when he explains he was burglarizing her van and witnessed someone else abduct Amanda. The real perpetrator, Daniel Garrett, is subsequently identified and convicted. Denzig faces arrest, interrogation, and public exposure for crimes he didn't commit (kidnapping/murder), though he did commit burglary."
lo_s21_e04,21,4,Fault Lines,2022-03-17,Full transcript provided,Y,Y,N,"Judge David Keating is murdered in a parking garage. Investigation reveals Lucy McDaniel, a world-class tennis player, killed him after he refused to allow her to marry her boyfriend. The case exposes that Lucy was under an exploitative guardianship controlled by her father and the judge. Greg Wallace and Jesse Weisman ('Dr. Weisman') were initially suspected but cleared. Wallace was publicly confronted and investigated; Weisman was present at the crime scene and threatened the judge but had been paid. Both experienced consequences from being falsely suspected."
lo_s21_e05,21,5,Free Speech,,Transcript provided,N,N,N,"Derek Hoyt, a family man planning to run for Congress, is pushed in front of a bus and killed. The murder is committed by Manny Lopez, a follower of right-wing media mogul Jordan Reed. Reed had orchestrated a smear campaign against Hoyt, posting fake photos depicting him as a pedophile and posting inflammatory lies to incite his followers. Lopez believed the lies and killed Hoyt thinking he was protecting children. Reed is ultimately convicted of Murder Two under a depraved indifference theory. While multiple people were accused during the investigation (the business rival, etc.), none were publicly exposed or materially harmed by false accusations - they were quickly cleared through standard questioning. The case centers on incitement to violence rather than wrongful accusation."
lo_s21_e07,21,7,Legacy,2022-04-28,Full transcript provided,Y,Y,N,"Head of School Henry Gleason is murdered at Davenport prep school. Cooper Young, a scholarship student, becomes initial suspect after being found running from scene with blood on jacket. He is publicly arrested and held before his lawyer intervenes. Cooper is later proven innocent when evidence reveals Bennett Richardson brought gun to school and accidentally shot Gleason while targeting Cooper. The prosecution ultimately charges both Bennett and his father John Richardson, who provided the gun and encouraged confrontation."
lo_s21_e08,21,8,Severance,,Full transcript provided,Y,Y,N,"Alexis Morphew, CFO of QuestArc, is strangled to death. Multiple suspects are publicly investigated: Terry Bellantoni (ex-CFO with anger issues and threatening emails), Robert Fletcher (journalist initially suspected of affair), Gus Imelski (solar company founder who lost $250M deal), and Colin Baker (consultant who made fatal error). All are exposed through police investigation before Baker is tried and acquitted by reason of insanity (Havana Syndrome defense). Bellantoni, Fletcher, and Imelski are cleared; all experience public exposure and harm from the accusation process."
lo_s21_e09,21,9,The Great Pretender,,Episode focuses on the murder of Mary Costello (living as Ella Whitlock) and subsequent prosecution of pharmaceutical CEO Charles Ackman. Multiple suspects were investigated before Wyatt Ackman was charged.,Y,Y,N,"Mary Costello, living under the false identity of Ella Whitlock, is murdered. Multiple people are investigated and publicly questioned before Wyatt Ackman is charged. Matthew Dooley and an unnamed Mexican man were both publicly accused and threatened by detectives before being cleared. The case pivots to prosecuting Charles Ackman for manslaughter related to opioid deaths."
lo_s21_e10,21,10,Black and Blue,"May 19, 2022",Full transcript provided,Y,Y,N,"Detective Jimmy Doyle is shot and killed while off-duty. Initially, evidence points to Ezrie's ex-boyfriend, but he provides information leading to Kendra Daniels, who threatened Scott Gleacher with a gun. Doyle intervened and was killed. Kendra claims self-defense against a racist cop; she's acquitted of 1st-degree manslaughter but convicted of 2nd-degree. Scott Gleacher was briefly a suspect but is later cleared and becomes a cooperating witness after receiving immunity for alleged domestic abuse."
lo_s22_e01,22,1,Gimme Shelter (Part 3),"September 22, 2022",Part 3 of crossover event; continues from previous SVU episodes,N,N,N,"Mark Sirenko and Daniel Rublev are accused and convicted of murder, sex trafficking, and terrorism. Sirenko pleads guilty and testifies against Rublev. Rublev is killed before trial concludes. No innocent persons are falsely accused - both primary defendants are guilty. While the prosecution strategy changes (cutting deal with Sirenko to convict Rublev), no one is shown or implied to be innocent of the crimes they're accused of."
lo_s22_e02,22,2,Battle Lines,,Transcript provided; abortion context central to plot,Y,Y,N,"Becca Carter, daughter of Texas Governor Ron Carter, is murdered in Central Park after traveling to NYC for an abortion. Multiple suspects are investigated before brother Blake Carter is convicted. Steven Cabrera, a dishwasher, is falsely accused based on video proximity and fled when police approached; he was working and late for his second job. An unnamed Black man is also stopped by uniformed officer despite not matching suspect description (white male, baseball cap), appearing to be racial profiling. Both experienced public exposure during police stops/pursuits."
